trial_id,cancer_type,status,facility,address,city,province,latitude,longitude,principal_investigator,url
BCCA-14-5269,Prostate Cancer,Completed,Grand River University Health Network,"7541 Clinical Ave, Regina, Saskatchewan, S6H 1K2",Regina,Saskatchewan,50.4335,-104.6148,Li Jackson,https://cancertrialscanada.com/trial/BCCA-14-5269
CCTG-18-3334,Colorectal Cancer,"Active, not recruiting",Trillium Health Community Cancer Centre,"9470 Elm Ave, Grand Falls-Windsor, Newfoundland and Labrador, A1V 5E8",Grand Falls-Windsor,Newfoundland and Labrador,48.8882,-55.622,Melissa Cook,https://cancertrialscanada.com/trial/CCTG-18-3334
CCTG-10-2694,Breast Cancer,Recruiting,Riverside Health Centre for Cancer Medicine,"8736 Laurier Blvd, Airdrie, Alberta, T2N 9G3",Airdrie,Alberta,51.3142,-113.9658,Nancy Harris,https://cancertrialscanada.com/trial/CCTG-10-2694
CTEP-21-1604,Adrenal Cancer,Recruiting,Mount Sinai General Hospital Cancer Program,"4023 Cancer Centre Road, Longueuil, Quebec, G9A 3G4",Longueuil,Quebec,45.549,-73.499,Mark Lee,https://cancertrialscanada.com/trial/CTEP-21-1604
UHN-16-3319,Liver Cancer,"Active, not recruiting",Bracebridge Community Cancer Centre,"7311 Medical Centre Blvd, Abbotsford, British Columbia, V2C 6C1",Abbotsford,British Columbia,49.0134,-122.2827,Kenneth Wang,https://cancertrialscanada.com/trial/UHN-16-3319
UHN-18-9401,Neuroendocrine Tumors,Completed,Quinte Health Cancer Care Centre,"9731 Dundas Street, Vernon, British Columbia, V2S 3T8",Vernon,British Columbia,50.2516,-119.2229,Laura Patel,https://cancertrialscanada.com/trial/UHN-18-9401
CancerCare-20-9097,Neuroendocrine Tumors,Terminated,Muskoka Algonquin Oncology Research Institute,"4399 University Ave, Nanaimo, British Columbia, V9N 3S0",Nanaimo,British Columbia,49.1265,-123.9669,Amanda Roy,https://cancertrialscanada.com/trial/CancerCare-20-9097
CancerCare-20-4114,Kidney Cancer,Completed,Saint John Regional Cancer Research Centre,"5004 University Ave, Labrador City, Newfoundland and Labrador, A2V 6X4",Labrador City,Newfoundland and Labrador,52.9365,-66.9066,Matthew Smith,https://cancertrialscanada.com/trial/CancerCare-20-4114
QCI-15-3483,Uterine Cancer,"Active, not recruiting",Michael Garron Provincial Cancer Agency,"5555 Maple Drive, Summerside, Prince Edward Island, C0A 6K8",Summerside,Prince Edward Island,46.3904,-63.8011,Susan Singh,https://cancertrialscanada.com/trial/QCI-15-3483
UHN-19-4903,Vulvar Cancer,Recruiting,Riverside Health Cancer Treatment Centre,"3323 Pine Street, Summerside, Prince Edward Island, C1N 4H6",Summerside,Prince Edward Island,46.4072,-63.7584,Amanda Collins,https://cancertrialscanada.com/trial/UHN-19-4903
UHN-15-7808,Testicular Cancer,Not yet recruiting,Lake of the Woods District Regional Cancer Program,"392 Elm Ave, Steinbach, Manitoba, R5G 3T3",Steinbach,Manitoba,49.5362,-96.6338,Jennifer White,https://cancertrialscanada.com/trial/UHN-15-7808
CTEP-17-0449,Leukemia,Completed,Mount Sinai Integrated Cancer Centre,"8697 Wellington Street, Grand Falls-Windsor, Newfoundland and Labrador, A2H 7C2",Grand Falls-Windsor,Newfoundland and Labrador,48.9617,-55.6843,James Sanchez,https://cancertrialscanada.com/trial/CTEP-17-0449
OCN-17-6797,Leukemia,Recruiting,University of Alberta University Health Network,"6105 Cancer Centre Road, Ottawa, Ontario, L2S 2G2",Ottawa,Ontario,45.4275,-75.7023,Jennifer Shah,https://cancertrialscanada.com/trial/OCN-17-6797
NCI-10-7207,Lung Cancer,Terminated,Tom Baker University Health Network,"6860 Centre Street, Leduc, Alberta, T8N 6S6",Leduc,Alberta,53.3053,-113.5277,Aisha Tremblay,https://cancertrialscanada.com/trial/NCI-10-7207
CancerCare-22-7424,Mesothelioma,Recruiting,Cross Cancer Integrated Cancer Centre,"5982 Pine Street, Ottawa, Ontario, N1E 6K8",Ottawa,Ontario,45.4525,-75.6834,Yuki Bouchard,https://cancertrialscanada.com/trial/CancerCare-22-7424
CTEP-11-8213,Multiple Myeloma,Completed,McGill University Health Centre General Hospital Cancer Program,"1176 Queen Street, Gander, Newfoundland and Labrador, A2V 6R9",Gander,Newfoundland and Labrador,48.9788,-54.6141,Richard Wilson,https://cancertrialscanada.com/trial/CTEP-11-8213
CTEP-14-0935,Bone Cancer,Recruiting,Peterborough Regional Advanced Cancer Research Institute,"1449 Centre Street, Grand Falls-Windsor, Newfoundland and Labrador, A2V 2W6",Grand Falls-Windsor,Newfoundland and Labrador,48.9602,-55.6184,Charles Perez,https://cancertrialscanada.com/trial/CTEP-14-0935
IND-22-4775,Multiple Myeloma,Completed,London Health Sciences Cancer Research Centre,"6592 Research Drive, Grand Falls-Windsor, Newfoundland and Labrador, A1B 1B0",Grand Falls-Windsor,Newfoundland and Labrador,48.8868,-55.6736,Andrew Lee,https://cancertrialscanada.com/trial/IND-22-4775
CCTG-24-1037,Neuroendocrine Tumors,"Active, not recruiting",Quinte Health Cancer Research Centre,"9695 University Ave, Kitchener, Ontario, N1E 1J7",Kitchener,Ontario,43.4656,-80.4504,Ana Smith,https://cancertrialscanada.com/trial/CCTG-24-1037
CCTG-12-3884,Pancreatic Cancer,"Active, not recruiting",The Ottawa Hospital Regional Cancer Program,"7535 King Street, Thompson, Manitoba, R5G 3J7",Thompson,Manitoba,55.7747,-97.8511,Aisha Gagnon,https://cancertrialscanada.com/trial/CCTG-12-3884
CCTG-19-2661,Bone Cancer,Recruiting,Princess Margaret Comprehensive Cancer Centre,"2386 Oak Ave, Vernon, British Columbia, V2P 1P6",Vernon,British Columbia,50.3068,-119.2925,Hiroshi Allen,https://cancertrialscanada.com/trial/CCTG-19-2661
CTEP-16-2147,Leukemia,Completed,Moncton City Hospital Oncology Research Institute,"2318 Health Sciences Way, Lévis, Quebec, J1H 9V6",Lévis,Quebec,46.7734,-71.1315,Steven Brown,https://cancertrialscanada.com/trial/CTEP-16-2147
CTEP-12-7017,Pancreatic Cancer,Completed,QEII Health Sciences Community Cancer Centre,"6401 Princess Avenue, St. John's, Newfoundland and Labrador, A2V 9N3",St. John's,Newfoundland and Labrador,47.5181,-52.7582,Linda Wilson,https://cancertrialscanada.com/trial/CTEP-12-7017
CTEP-11-3549,Bone Cancer,"Active, not recruiting",Humber River Medical Sciences Centre,"8574 Princess Avenue, Trois-Rivières, Quebec, J6W 3M5",Trois-Rivières,Quebec,46.3808,-72.5166,Melissa Martin,https://cancertrialscanada.com/trial/CTEP-11-3549
OCN-24-8682,Thyroid Cancer,Recruiting,Royal Victoria Advanced Cancer Research Institute,"2132 Birch Road, Saint-Jean-sur-Richelieu, Quebec, J6W 3K9",Saint-Jean-sur-Richelieu,Quebec,45.272,-73.2608,Anthony Liu,https://cancertrialscanada.com/trial/OCN-24-8682
UHN-24-3301,Lymphoma,Recruiting,Winchester District Memorial Oncology Research Institute,"441 Dundas Street, Moncton, New Brunswick, E3B 5V5",Moncton,New Brunswick,46.0772,-64.8181,Jennifer Green,https://cancertrialscanada.com/trial/UHN-24-3301
CTEP-17-8425,Penile Cancer,Recruiting,Riverside Health Centre for Cancer Medicine,"2592 Richmond Road, Dartmouth, Nova Scotia, B2N 2L1",Dartmouth,Nova Scotia,44.6241,-63.5723,James Kim,https://cancertrialscanada.com/trial/CTEP-17-8425
NCI-23-6058,Bone Cancer,Recruiting,Saint John Regional Integrated Cancer Centre,"6271 Hospital Drive, Cornwall, Prince Edward Island, C1A 5N4",Cornwall,Prince Edward Island,46.2296,-63.2244,Patricia Tremblay,https://cancertrialscanada.com/trial/NCI-23-6058
UHN-12-2606,Testicular Cancer,Terminated,Hotel-Dieu Grace Centre for Cancer Medicine,"9429 Centre Street, Trois-Rivières, Quebec, J4K 8G4",Trois-Rivières,Quebec,46.3115,-72.5692,Kevin Parker,https://cancertrialscanada.com/trial/UHN-12-2606
CancerCare-21-8372,Gallbladder Cancer,Recruiting,Headwaters Health Clinical Trials Unit,"3968 Maple Drive, Dartmouth, Nova Scotia, B2Y 3B0",Dartmouth,Nova Scotia,44.6514,-63.6127,Kimberly Jackson,https://cancertrialscanada.com/trial/CancerCare-21-8372
NCI-10-7132,Anal Cancer,Completed,The Ottawa Hospital Regional Cancer Program,"9856 Pine Street, Regina, Saskatchewan, S7N 9Y5",Regina,Saskatchewan,50.4864,-104.5956,Paul Gagnon,https://cancertrialscanada.com/trial/NCI-10-7132
IND-12-4308,Neuroendocrine Tumors,"Active, not recruiting",Mackenzie Health Oncology Research Institute,"9084 Laurier Blvd, Winnipeg, Manitoba, R8N 8X2",Winnipeg,Manitoba,49.8577,-97.091,Jessica Carter,https://cancertrialscanada.com/trial/IND-12-4308
QCI-10-5368,Gallbladder Cancer,"Active, not recruiting",Sault Area Provincial Cancer Agency,"9827 King Street, Halifax, Nova Scotia, B1P 2X0",Halifax,Nova Scotia,44.6006,-63.558,Joshua Collins,https://cancertrialscanada.com/trial/QCI-10-5368
BCCA-17-0175,Cervical Cancer,Completed,Riverside Health Comprehensive Cancer Centre,"5464 Laurier Blvd, Guelph, Ontario, L5B 1S0",Guelph,Ontario,43.564,-80.2311,Paul Rogers,https://cancertrialscanada.com/trial/BCCA-17-0175
UHN-17-7913,Leukemia,"Active, not recruiting",The Ottawa Hospital Advanced Cancer Research Institute,"9818 Health Sciences Way, Halifax, Nova Scotia, B2H 2Z5",Halifax,Nova Scotia,44.6018,-63.5938,Paul Wang,https://cancertrialscanada.com/trial/UHN-17-7913
UHN-16-4899,Thyroid Cancer,Terminated,Dalhousie University General Hospital Cancer Program,"9461 Cedar Blvd, Winnipeg, Manitoba, R5G 4C1",Winnipeg,Manitoba,49.9058,-97.1342,Linda Edwards,https://cancertrialscanada.com/trial/UHN-16-4899
CTEP-18-6802,Bladder Cancer,Completed,CancerCare Manitoba Medical Sciences Centre,"8759 Oncology Blvd, Longueuil, Quebec, G6V 8A0",Longueuil,Quebec,45.549,-73.4911,Kimberly Liu,https://cancertrialscanada.com/trial/CTEP-18-6802
BCCA-20-3169,Uterine Cancer,"Active, not recruiting",Muskoka Algonquin Clinical Trials Unit,"8048 Richmond Road, Corner Brook, Newfoundland and Labrador, A1V 8E9",Corner Brook,Newfoundland and Labrador,48.9769,-57.9313,Melissa Morin,https://cancertrialscanada.com/trial/BCCA-20-3169
OCN-23-0108,Bladder Cancer,Recruiting,Hamilton Health Sciences Centre for Cancer Medicine,"7756 Birch Road, Kingston, Ontario, N2E 2R5",Kingston,Ontario,44.2239,-76.4706,Li Lavoie,https://cancertrialscanada.com/trial/OCN-23-0108
CTEP-13-6828,Esophageal Cancer,Recruiting,Dr. H. Bliss Murphy Regional Cancer Program,"357 Maple Drive, Barrie, Ontario, L5B 7H0",Barrie,Ontario,44.4247,-79.7196,Susan Chen,https://cancertrialscanada.com/trial/CTEP-13-6828
HREBA.CC-12-7137,Mesothelioma,Completed,Huntsville District Centre for Cancer Medicine,"475 Research Drive, Nanaimo, British Columbia, V9N 9H9",Nanaimo,British Columbia,49.1727,-123.9187,Elizabeth Baker,https://cancertrialscanada.com/trial/HREBA.CC-12-7137
CancerCare-20-8622,Lymphoma,Completed,Perth and Smiths Falls Clinical Trials Unit,"9162 University Ave, Portage la Prairie, Manitoba, R7A 2P1",Portage la Prairie,Manitoba,50.0072,-98.2763,Michelle Allen,https://cancertrialscanada.com/trial/CancerCare-20-8622
OCN-10-5332,Stomach Cancer,Recruiting,Timmins and District Provincial Cancer Agency,"3024 Centre Street, Vernon, British Columbia, V2L 9J6",Vernon,British Columbia,50.2984,-119.2737,Steven Kumar,https://cancertrialscanada.com/trial/OCN-10-5332
OCN-18-8623,Adrenal Cancer,Recruiting,The Ottawa Hospital Cancer Care Centre,"1122 King Street, Laval, Quebec, G1R 9E2",Laval,Quebec,45.6442,-73.7262,Ana Roberts,https://cancertrialscanada.com/trial/OCN-18-8623
UHN-10-7258,Vulvar Cancer,Recruiting,Allan Blair Regional Cancer Program,"1431 Cancer Centre Road, St. John's, Newfoundland and Labrador, A1V 4S5",St. John's,Newfoundland and Labrador,47.6034,-52.7524,Sofia Thompson,https://cancertrialscanada.com/trial/UHN-10-7258
HREBA.CC-18-6087,Prostate Cancer,Recruiting,Huntsville District Cancer Research Centre,"840 University Ave, Steinbach, Manitoba, C0N 2C9",Steinbach,Manitoba,49.4978,-96.6436,Michelle Yang,https://cancertrialscanada.com/trial/HREBA.CC-18-6087
CTEP-17-5432,Prostate Cancer,Not yet recruiting,Thunder Bay Regional Cancer Care Centre,"4961 Health Sciences Way, Victoria, British Columbia, V3S 3N0",Victoria,British Columbia,48.4772,-123.4137,Raj Anderson,https://cancertrialscanada.com/trial/CTEP-17-5432
QCI-19-3943,Bone Cancer,"Active, not recruiting",Tom Baker Cancer Treatment Centre,"9276 University Ave, Sudbury, Ontario, P7B 8K8",Sudbury,Ontario,46.4582,-80.9932,James Wang,https://cancertrialscanada.com/trial/QCI-19-3943
CCTG-11-0691,Anal Cancer,"Active, not recruiting",Cross Cancer Comprehensive Cancer Centre,"4965 Health Sciences Way, Moncton, New Brunswick, E3B 7X8",Moncton,New Brunswick,46.1,-64.8468,Aisha Martin,https://cancertrialscanada.com/trial/CCTG-11-0691
QCI-24-7750,Cervical Cancer,Completed,University of Alberta Medical Sciences Centre,"3923 Park Road, Stratford, Prince Edward Island, C0A 2H7",Stratford,Prince Edward Island,46.2156,-63.0606,Patricia Mitchell,https://cancertrialscanada.com/trial/QCI-24-7750
OCN-15-6910,Neuroendocrine Tumors,"Active, not recruiting",South Muskoka Memorial Cancer Treatment Centre,"3161 Richmond Road, Montague, Prince Edward Island, C1B 8N0",Montague,Prince Edward Island,46.1843,-62.6646,Mohammed Wilson,https://cancertrialscanada.com/trial/OCN-15-6910
NCI-11-7716,Melanoma,Recruiting,Tom Baker Provincial Cancer Agency,"6048 Elm Ave, Lévis, Quebec, G7H 9X1",Lévis,Quebec,46.853,-71.203,Richard Morin,https://cancertrialscanada.com/trial/NCI-11-7716
QCI-12-0541,Prostate Cancer,Terminated,Lakeridge Health Clinical Trials Unit,"7101 Cancer Centre Road, Windsor, Ontario, L2S 8C0",Windsor,Ontario,42.3344,-83.0239,Wei Rivera,https://cancertrialscanada.com/trial/QCI-12-0541
NCI-18-0347,Bone Cancer,Completed,Huntsville District Cancer Research Centre,"3835 Birch Road, Montreal, Quebec, G6V 9G8",Montreal,Quebec,45.4973,-73.5279,David Morris,https://cancertrialscanada.com/trial/NCI-18-0347
CancerCare-15-0996,Bladder Cancer,Completed,North Bay Regional University Health Network,"1908 Maple Drive, Barrie, Ontario, P7B 1B8",Barrie,Ontario,44.3867,-79.6537,Mary Roberts,https://cancertrialscanada.com/trial/CancerCare-15-0996
CCTG-22-3550,Brain Cancer,Recruiting,Dalhousie University Clinical Trials Unit,"5009 Oncology Blvd, Fredericton, New Brunswick, E2A 5L6",Fredericton,New Brunswick,46.0065,-66.6801,Sharon Wright,https://cancertrialscanada.com/trial/CCTG-22-3550
CancerCare-24-2954,Colorectal Cancer,Recruiting,Quinte Health Comprehensive Cancer Centre,"3740 Birch Road, Stratford, Prince Edward Island, C1N 4L9",Stratford,Prince Edward Island,46.1696,-63.0435,Carol Collins,https://cancertrialscanada.com/trial/CancerCare-24-2954
CCTG-10-0958,Prostate Cancer,Terminated,Collingwood General General Hospital Cancer Program,"1459 Clinical Ave, Montague, Prince Edward Island, C1B 9Z9",Montague,Prince Edward Island,46.1259,-62.6539,Luis Singh,https://cancertrialscanada.com/trial/CCTG-10-0958
IND-12-9366,Head and Neck Cancer,Completed,Riverside Health Provincial Cancer Agency,"8071 Elm Ave, Burnaby, British Columbia, V2L 2X7",Burnaby,British Columbia,49.2104,-123.0057,Amanda Yang,https://cancertrialscanada.com/trial/IND-12-9366
BCCA-20-5426,Penile Cancer,"Active, not recruiting",Humber River General Hospital Cancer Program,"2307 Park Road, Montreal, Quebec, J6W 5B0",Montreal,Quebec,45.5074,-73.5277,Emily Smith,https://cancertrialscanada.com/trial/BCCA-20-5426
BCCA-23-5954,Adrenal Cancer,Completed,Muskoka Algonquin University Health Network,"6469 Hospital Drive, Thunder Bay, Ontario, L6P 1S8",Thunder Bay,Ontario,48.4297,-89.2628,Dorothy Brown,https://cancertrialscanada.com/trial/BCCA-23-5954
IND-10-2841,Bladder Cancer,Suspended,South Muskoka Memorial Community Cancer Centre,"7458 Clinical Ave, Regina, Saskatchewan, S6H 9L0",Regina,Saskatchewan,50.4862,-104.6179,Sarah Johnson,https://cancertrialscanada.com/trial/IND-10-2841
HREBA.CC-15-3676,Lung Cancer,"Active, not recruiting",McGill University Health Centre General Hospital Cancer Program,"7337 Cancer Centre Road, Winnipeg, Manitoba, R7A 8Y7",Winnipeg,Manitoba,49.891,-97.1221,Laura Mitchell,https://cancertrialscanada.com/trial/HREBA.CC-15-3676
HREBA.CC-12-3345,Mesothelioma,Completed,Kingston General Comprehensive Cancer Centre,"8633 Maple Drive, Montreal, Quebec, J1H 8A4",Montreal,Quebec,45.4616,-73.5609,Margaret Murphy,https://cancertrialscanada.com/trial/HREBA.CC-12-3345
NCI-11-5300,Melanoma,Recruiting,South Muskoka Memorial Advanced Cancer Research Institute,"4813 Princess Avenue, Burnaby, British Columbia, V6Y 8E5",Burnaby,British Columbia,49.278,-122.933,Ana Bailey,https://cancertrialscanada.com/trial/NCI-11-5300
UHN-24-5222,Lung Cancer,Recruiting,Moncton City Hospital Clinical Trials Unit,"8367 Cancer Centre Road, Toronto, Ontario, N2E 9G0",Toronto,Ontario,43.6484,-79.3745,William Walker,https://cancertrialscanada.com/trial/UHN-24-5222
CTEP-16-9827,Prostate Cancer,Completed,Trillium Health Provincial Cancer Agency,"6973 Queen Street, Grande Prairie, Alberta, T4A 6V5",Grande Prairie,Alberta,55.2136,-118.8326,Melissa Yang,https://cancertrialscanada.com/trial/CTEP-16-9827
OCN-11-5680,Testicular Cancer,Completed,Lakeridge Health Centre for Cancer Medicine,"9754 Cedar Blvd, Saint John, New Brunswick, E2L 7N8",Saint John,New Brunswick,45.2567,-66.0293,Sarah Phillips,https://cancertrialscanada.com/trial/OCN-11-5680
IND-10-9684,Penile Cancer,"Active, not recruiting",William Osler Medical Sciences Centre,"1285 Dundas Street, Victoria, British Columbia, V2L 9J1",Victoria,British Columbia,48.3808,-123.3276,Steven Rogers,https://cancertrialscanada.com/trial/IND-10-9684
HREBA.CC-16-1110,Vulvar Cancer,Recruiting,Grand River Cancer Research Centre,"8309 Elm Ave, Lévis, Quebec, G1R 9W3",Lévis,Quebec,46.8025,-71.219,Mohammed Yang,https://cancertrialscanada.com/trial/HREBA.CC-16-1110
CTEP-12-6866,Anal Cancer,Completed,Georgian Bay General Cancer Care Centre,"7386 Centre Street, Moncton, New Brunswick, E2A 5Y3",Moncton,New Brunswick,46.0532,-64.8145,Donna Harris,https://cancertrialscanada.com/trial/CTEP-12-6866
CancerCare-19-9739,Stomach Cancer,Recruiting,Mount Sinai Clinical Trials Unit,"4477 College Ave, Winnipeg, Manitoba, R7A 5B2",Winnipeg,Manitoba,49.9284,-97.0943,Yuki Côté,https://cancertrialscanada.com/trial/CancerCare-19-9739
CTEP-11-8831,Vulvar Cancer,Recruiting,Mackenzie Health Cancer Research Centre,"7156 Oak Ave, Vancouver, British Columbia, V1B 4N7",Vancouver,British Columbia,49.2811,-123.1247,Kimberly Smith,https://cancertrialscanada.com/trial/CTEP-11-8831
CCTG-22-9748,Prostate Cancer,Recruiting,Michael Garron Integrated Cancer Centre,"3341 Birch Road, Dartmouth, Nova Scotia, B2H 6M3",Dartmouth,Nova Scotia,44.6402,-63.6139,Sarah Smith,https://cancertrialscanada.com/trial/CCTG-22-9748
NCI-17-6252,Kidney Cancer,Completed,CancerCare Manitoba Regional Cancer Program,"4296 Laurier Blvd, Summerside, Prince Edward Island, C0A 7C9",Summerside,Prince Edward Island,46.3925,-63.7941,Cynthia Carter,https://cancertrialscanada.com/trial/NCI-17-6252
NCI-11-8930,Adrenal Cancer,Recruiting,Joseph Brant Medical Sciences Centre,"7009 Cancer Centre Road, Ottawa, Ontario, L5B 6J1",Ottawa,Ontario,45.3922,-75.7378,Ana Martin,https://cancertrialscanada.com/trial/NCI-11-8930
CancerCare-18-4100,Melanoma,Suspended,Michael Garron Comprehensive Cancer Centre,"153 Oak Ave, Grande Prairie, Alberta, T7X 5S6",Grande Prairie,Alberta,55.1536,-118.832,Raj Zhang,https://cancertrialscanada.com/trial/CancerCare-18-4100
CancerCare-16-8122,Pancreatic Cancer,"Active, not recruiting",Timmins and District Comprehensive Cancer Centre,"1019 Clinical Ave, Mississauga, Ontario, L1H 8L9",Mississauga,Ontario,43.5584,-79.6186,Sofia Li,https://cancertrialscanada.com/trial/CancerCare-16-8122
BCCA-11-4064,Melanoma,"Active, not recruiting",Dalhousie University Community Cancer Centre,"9049 Richmond Road, Surrey, British Columbia, V9N 8S4",Surrey,British Columbia,49.2223,-122.8297,David Morris,https://cancertrialscanada.com/trial/BCCA-11-4064
BCCA-12-0268,Cervical Cancer,"Active, not recruiting",Timmins and District University Health Network,"8610 Oncology Blvd, Vernon, British Columbia, V2A 1H8",Vernon,British Columbia,50.3178,-119.3117,Matthew Li,https://cancertrialscanada.com/trial/BCCA-12-0268
IND-12-8104,Vulvar Cancer,Completed,Saint John Regional Cancer Research Centre,"455 King Street, Moncton, New Brunswick, E2L 4S6",Moncton,New Brunswick,46.117,-64.7857,Margaret Evans,https://cancertrialscanada.com/trial/IND-12-8104
IND-22-7130,Penile Cancer,Recruiting,University of Alberta General Hospital Cancer Program,"3073 Research Drive, Corner Brook, Newfoundland and Labrador, A1V 6T1",Corner Brook,Newfoundland and Labrador,48.9426,-57.9519,Sofia Rogers,https://cancertrialscanada.com/trial/IND-22-7130
CCTG-19-9667,Prostate Cancer,"Active, not recruiting",Collingwood General University Health Network,"696 Main Street, Gander, Newfoundland and Labrador, A1B 3X1",Gander,Newfoundland and Labrador,48.9576,-54.5609,Lisa Tremblay,https://cancertrialscanada.com/trial/CCTG-19-9667
CancerCare-15-4443,Kidney Cancer,Recruiting,North Bay Regional Cancer Treatment Centre,"9545 Oak Ave, Steinbach, Manitoba, R7A 3L7",Steinbach,Manitoba,49.511,-96.6654,John Johnson,https://cancertrialscanada.com/trial/CancerCare-15-4443
OCN-19-9836,Lymphoma,Recruiting,Moncton City Hospital Comprehensive Cancer Centre,"6273 Birch Road, Moncton, New Brunswick, E1C 9B6",Moncton,New Brunswick,46.0565,-64.8464,Aisha Fortin,https://cancertrialscanada.com/trial/OCN-19-9836
CancerCare-19-9399,Esophageal Cancer,Completed,Thunder Bay Regional Cancer Treatment Centre,"2084 Victoria Street, Miramichi, New Brunswick, E2A 9K9",Miramichi,New Brunswick,47.0092,-65.5018,Richard Lavoie,https://cancertrialscanada.com/trial/CancerCare-19-9399
CTEP-10-3807,Colorectal Cancer,Suspended,QEII Health Sciences Community Cancer Centre,"5077 Elm Ave, Brampton, Ontario, L8N 5S4",Brampton,Ontario,43.7302,-79.7799,Melissa Harris,https://cancertrialscanada.com/trial/CTEP-10-3807
CCTG-13-8164,Colorectal Cancer,Recruiting,Lakeridge Health Comprehensive Cancer Centre,"6923 Victoria Street, Thompson, Manitoba, R7A 9L7",Thompson,Manitoba,55.7352,-97.8398,Paul Roy,https://cancertrialscanada.com/trial/CCTG-13-8164
QCI-16-4681,Kidney Cancer,Recruiting,North Bay Regional Cancer Research Centre,"600 Birch Road, St. Catharines, Ontario, L8N 3R1",St. Catharines,Ontario,43.1785,-79.2732,Elizabeth Roberts,https://cancertrialscanada.com/trial/QCI-16-4681
CancerCare-10-4799,Colorectal Cancer,"Active, not recruiting",Joseph Brant Cancer Care Centre,"1834 Pine Street, Montague, Prince Edward Island, C1B 3M0",Montague,Prince Edward Island,46.2073,-62.601,Deborah Johnson,https://cancertrialscanada.com/trial/CancerCare-10-4799
IND-24-2215,Neuroendocrine Tumors,"Active, not recruiting",University of Alberta Comprehensive Cancer Centre,"2479 Pine Street, Summerside, Prince Edward Island, C0A 1C5",Summerside,Prince Edward Island,46.3726,-63.7852,Paul Green,https://cancertrialscanada.com/trial/IND-24-2215
HREBA.CC-10-8123,Bladder Cancer,Suspended,QEII Health Sciences Clinical Trials Unit,"2525 Oncology Blvd, Corner Brook, Newfoundland and Labrador, A2V 2C8",Corner Brook,Newfoundland and Labrador,48.9841,-57.9832,Luis Lee,https://cancertrialscanada.com/trial/HREBA.CC-10-8123
BCCA-19-4576,Thyroid Cancer,Recruiting,Pembroke Regional Clinical Trials Unit,"4137 Clinical Ave, Brandon, Manitoba, R7A 4V6",Brandon,Manitoba,49.8754,-99.9613,John Nelson,https://cancertrialscanada.com/trial/BCCA-19-4576
OCN-12-6206,Ovarian Cancer,Recruiting,CancerCare Manitoba Regional Cancer Program,"6944 College Ave, Brandon, Manitoba, R8N 3W3",Brandon,Manitoba,49.8286,-99.9519,Carol Roberts,https://cancertrialscanada.com/trial/OCN-12-6206
CancerCare-18-3509,Soft Tissue Sarcoma,Suspended,Saint John Regional Regional Cancer Program,"2231 Cancer Centre Road, Guelph, Ontario, K7L 8N6",Guelph,Ontario,43.5786,-80.2314,Richard Tremblay,https://cancertrialscanada.com/trial/CancerCare-18-3509
BCCA-14-1794,Kidney Cancer,Completed,Michael Garron Cancer Treatment Centre,"415 Victoria Street, Steinbach, Manitoba, C0N 2W1",Steinbach,Manitoba,49.5471,-96.7228,Stephanie Walker,https://cancertrialscanada.com/trial/BCCA-14-1794
OCN-19-8030,Breast Cancer,Completed,Winchester District Memorial Community Cancer Centre,"8066 Centre Street, Leduc, Alberta, T4N 3W8",Leduc,Alberta,53.2537,-113.5774,Steven Hall,https://cancertrialscanada.com/trial/OCN-19-8030
QCI-15-5630,Melanoma,Completed,Kemptville District Advanced Cancer Research Institute,"9931 Research Drive, Portage la Prairie, Manitoba, C0N 4S7",Portage la Prairie,Manitoba,49.9747,-98.2682,Sarah Gauthier,https://cancertrialscanada.com/trial/QCI-15-5630
OCN-13-4158,Pancreatic Cancer,Recruiting,Dalhousie University Regional Cancer Program,"9838 King Street, Portage la Prairie, Manitoba, R8N 4V2",Portage la Prairie,Manitoba,49.9512,-98.3227,Jessica Fortin,https://cancertrialscanada.com/trial/OCN-13-4158
UHN-11-6380,Bone Cancer,Recruiting,Cross Cancer Integrated Cancer Centre,"7331 King Street, Corner Brook, Newfoundland and Labrador, A2H 8X5",Corner Brook,Newfoundland and Labrador,48.9203,-57.9327,William Mitchell,https://cancertrialscanada.com/trial/UHN-11-6380
UHN-23-7846,Lung Cancer,Recruiting,Grand River Oncology Research Institute,"5675 Oak Ave, Regina, Saskatchewan, S9H 7T5",Regina,Saskatchewan,50.4114,-104.584,Raj Wang,https://cancertrialscanada.com/trial/UHN-23-7846
CancerCare-15-0281,Gallbladder Cancer,Completed,Pembroke Regional Cancer Treatment Centre,"3769 Dundas Street, Kelowna, British Columbia, V9W 4K5",Kelowna,British Columbia,49.8922,-119.5313,Elizabeth Wright,https://cancertrialscanada.com/trial/CancerCare-15-0281
BCCA-10-2099,Liver Cancer,Recruiting,QEII Health Sciences Advanced Cancer Research Institute,"902 Princess Avenue, Burnaby, British Columbia, V1B 4L1",Burnaby,British Columbia,49.2335,-122.9749,David Mitchell,https://cancertrialscanada.com/trial/BCCA-10-2099
CTEP-21-6781,Soft Tissue Sarcoma,Not yet recruiting,Moncton City Hospital Centre for Cancer Medicine,"8849 Research Drive, Calgary, Alberta, T4N 7B6",Calgary,Alberta,50.9983,-114.0257,Sandra Patel,https://cancertrialscanada.com/trial/CTEP-21-6781
